0.0726458365 0.0793391686 0.0862767770 
 0.0700202409 0.0767277113 0.0837338313 
 0.0676712204 0.0743763379 0.0814301202 
 0.0656118120 0.0723028124 0.0793871715 
 0.0638502131 0.0705199660 0.0776217827 
 0.0623909056 0.0690365520 0.0761465686 
 0.0612357743 0.0678581712 0.0749706335 
 0.0603851262 0.0669881629 0.0741002699 
 0.0598385430 0.0664283818 0.0735396002 
 0.0595955297 0.0661798071 0.0732910955 
 0.0596559358 0.0662429443 0.0733559262 
 0.0600201394 0.0666180019 0.0737341157 
 0.0606889902 0.0673048342 0.0744244861 
 0.0616635116 0.0683026490 0.0754243970 
 0.0629443654 0.0696094966 0.0767292967 
 0.0645310952 0.0712215614 0.0783321206 
 0.0664211732 0.0731323047 0.0802225920 
 0.0686089035 0.0753315216 0.0823864998 
 0.0710842605 0.0778044080 0.0848050472 
 0.0738317730 0.0805307504 0.0874543763 
 0.0768295966 0.0834843702 0.0903053740 
 0.0800489284 0.0866329470 0.0933238456 
 0.0834539117 0.0899383196 0.0964711059 
 0.0870021347 0.0933573085 0.0997049798 
 0.0906457524 0.0968430297 0.1029811463 
 0.0943331675 0.1003465883 0.1062546969 
 0.0980111024 0.1038189742 0.1094817463 
 0.1016268271 0.1072129443 0.1126209207 
 0.1051302749 0.1104846807 0.1156345769 
 0.1084758079 0.1135950622 0.1184896517 
 0.1116234653 0.1165104544 0.1211581027 
 0.1145396243 0.1192030081 0.1236169633 
 0.1171970995 0.1216505211 0.1258480756 
 0.1195747791 0.1238359639 0.1278375930 
 0.1216569351 0.1257467910 0.1295753483 
 0.1234323532 0.1273741501 0.1310541731 
 0.1248934107 0.1287120867 0.1322692376 
 0.1260352001 0.1297568122 0.1332174565 
 0.1268547668 0.1305060799 0.1338969907 
 0.1273504961 0.1309586916 0.1343068566 
 0.1275216703 0.1311141430 0.1344466476 
 0.1273681987 0.1309724098 0.1343163667 
 0.1268905227 0.1305338724 0.1339163663 
 0.1260896933 0.1297993762 0.1332473960 
 0.1249676220 0.1287704309 0.1323107570 
 0.1235275030 0.1274495462 0.1311085657 
 0.1217744025 0.1258407059 0.1296441276 
 0.1197159959 0.1239499695 0.1279224166 
 0.1173634173 0.1217861798 0.1259506479 
 0.1147321583 0.1193617363 0.1237389177 
 0.1118429209 0.1166933654 0.1213008646 
 0.1087223018 0.1138027995 0.1186542875 
 0.1054031689 0.1107172523 0.1158216393 
 0.1019245939 0.1074695762 0.1128303017 
 0.0983312454 0.1040980017 0.1097125549 
 0.0946722115 0.1006454024 0.1065051767 
 0.0909993135 0.0971580920 0.1032486474 
 0.0873650670 0.0936842385 0.0999859941 
 0.0838205155 0.0902720482 0.0967613652 
 0.0804131948 0.0869679206 0.0936184761 
 0.0771854621 0.0838147825 0.0905990901 
 0.0741733538 0.0808507766 0.0877416953 
 0.0714060477 0.0781084194 0.0850805025 
 0.0689059069 0.0756142629 0.0826448351 
 0.0666890104 0.0733890264 0.0804589239 
 0.0647660324 0.0714481058 0.0785420627 
 0.0631433183 0.0698023421 0.0769090454 
 0.0618240205 0.0684589228 0.0755707833 
 0.0608091806 0.0674223029 0.0745350015 
 0.0600986781 0.0666950513 0.0738069202 
 0.0596919931 0.0662785565 0.0733898466 
 0.0595887516 0.0661735432 0.0732856208 
 0.0597890382 0.0663803723 0.0734948783 
 0.0602934701 0.0668991105 0.0740171084 
 0.0611030278 0.0677293636 0.0748505034 
 0.0622186479 0.0688698815 0.0759916075 
 0.0636405826 0.0703179522 0.0774347925 
 0.0653675485 0.0720686177 0.0791716032 
 0.0673956993 0.0741137680 0.0811900372 
 0.0697174874 0.0764411895 0.0834738425 
 0.0723205076 0.0790336730 0.0860019344 
 0.0751864494 0.0818683049 0.0887480371 
 0.0782903078 0.0849160714 0.0916806505 
 0.0816000073 0.0881418925 0.0947634127 
 0.0850765710 0.0915051624 0.0979558847 
 0.0886749089 0.0949608065 0.1012147213 
 0.0923452112 0.0984607888 0.1044951323 
 0.0960348353 0.1019559240 0.1077524867 
 0.0996904822 0.1053977939 0.1109438874 
 0.1032604049 0.1087405506 0.1140295515 
 0.1066963891 0.1119424127 0.1169738674 
 0.1099552949 0.1149667215 0.1197460569 
 0.1130000374 0.1177825014 0.1223204326 
 0.1157999805 0.1203645470 0.1246762941 
 0.1183308070 0.1226931154 0.1267975433 
 0.1205739868 0.1247533383 0.1286721127 
 0.1225159865 0.1265344730 0.1302913020 
 0.1241473611 0.1280290992 0.1316490995 
 0.1254618427 0.1292323459 0.1327415479 
 0.1264555104 0.1301412051 0.1335661918 
 0.1271260932 0.1307539666 0.1341216283 
 0.1274724348 0.1310697875 0.1344071676 
 0.1274941294 0.1310884030 0.1344226062 
 0.1271913328 0.1308099766 0.1341681092 
 0.1265647473 0.1302350870 0.1336441997 
 0.1256157781 0.1293648526 0.1328518557 
 0.1243468645 0.1282011932 0.1317927143 
 0.1227619792 0.1267472301 0.1304693864 
 0.1208672891 0.1250078200 0.1288858797 
 0.1186719502 0.1229902101 0.1270481232 
 0.1161889895 0.1207047814 0.1249645757 
 0.1134361957 0.1181658307 0.1226468814 
 0.1104369117 0.1153923120 0.1201105210 
 0.1072205947 0.1124084353 0.1173753832 
 0.1038230037 0.1092440104 0.1144661692 
 0.1002858928 0.1059344216 0.1114125373 
 0.0966561403 0.1025201534 0.1082489079 
 0.0929843239 0.0990458341 0.1050138813 
 0.0893228482 0.0955588426 0.1017492688 
 0.0857238159 0.0921075934 0.0984987987 
 0.0822368903 0.0887396820 0.0953066120 
 0.0789074020 0.0855000972 0.0922157035 
 0.0757749053 0.0824296997 0.0892664750 
 0.0728723117 0.0795641171 0.0864955471 
 0.0702256269 0.0769331341 0.0839349322 
 0.0678542338 0.0745605784 0.0816116129 
 0.0657716021 0.0724646394 0.0795475106 
 0.0639862764 0.0706585128 0.0777597823 
 0.0625029950 0.0691512451 0.0762613529 
 0.0613238132 0.0679486564 0.0750615817 
 0.0604491324 0.0670542378 0.0741669618 
 0.0598785677 0.0664699394 0.0735817684 
 0.0596116135 0.0661967936 0.0733085893 
 0.0596480830 0.0662353345 0.0733486900 
 0.0599883115 0.0665857933 0.0737021836 
 0.0606331182 0.0672480584 0.0743679926 
 0.0615835272 0.0682214026 0.0753436041 
 0.0628402510 0.0695039878 0.0766246347 
 0.0644029500 0.0710921717 0.0782042391 
 0.0662692940 0.0729796598 0.0800724171 
 0.0684338743 0.0751565666 0.0822152895 
 0.0708870434 0.0776084781 0.0846144381 
 0.0736137918 0.0803156277 0.0872464129 
 0.0765927996 0.0832523159 0.0900825127 
 0.0797958196 0.0863867003 0.0930889275 
 0.0831875389 0.0896810569 0.0962272964 
 0.0867260289 0.0930925613 0.0994556776 
 0.0903638197 0.0965745671 0.1027298692 
 0.0940495413 0.1000782753 0.1060049562 
 0.0977299729 0.1035546212 0.1092369226 
 0.1013522678 0.1069561650 0.1123841553 
 0.1048660863 0.1102387744 0.1154086881 
 0.1082253961 0.1133629297 0.1182770818 
 0.1113897646 0.1162945537 0.1209608975 
 0.1143250654 0.1190053472 0.1234367794 
 0.1170036196 0.1214726810 0.1256862101 
 0.1194038633 0.1236791451 0.1276950280 
 0.1215096780 0.1256118713 0.1294528025 
 0.1233095302 0.1272617478 0.1309521550 
 0.1247955491 0.1286226209 0.1321880949 
 0.1259626445 0.1296905567 0.1331574197 
 0.1268077332 0.1304632075 0.1338582081 
 0.1273291141 0.1309393076 0.1342894208 
 0.1275260113 0.1311183079 0.1344506138 
 0.1273982907 0.1310001512 0.1343417613 
 0.1269463512 0.1305851854 0.1339631881 
 0.1261711885 0.1298742139 0.1333156082 
