0.3941868868 0.3062522664 0.2494503232 
 0.3980333521 0.3090915194 0.2516298399 
 0.3977875381 0.3089180316 0.2515065598 
 0.3934596244 0.3057391763 0.2490859004 
 0.3852259918 0.2996873322 0.2444706884 
 0.3734203215 0.2910138678 0.2378571265 
 0.3585173363 0.2800782283 0.2295275478 
 0.3411110475 0.2673335423 0.2198410572 
 0.3218900655 0.2533107134 0.2092236089 
 0.3016130360 0.2386033746 0.1981594218 
 0.2810875397 0.2238563579 0.1871859097 
 0.2611558724 0.2097604698 0.1768945001 
 0.2426910373 0.1970564243 0.1679398790 
 0.2266060962 0.1865507876 0.1610603468 
 0.2138797939 0.1791467827 0.1571121300 
 0.2056011034 0.1758927723 0.1571206349 
 0.2030349901 0.1780510889 0.1623516274 
 0.2077110577 0.1871893968 0.1744049515 
 0.2215354727 0.2052955424 0.1953322005 
 0.2469241265 0.2349143047 0.2277771479 
 0.2869507920 0.2792999760 0.2751330557 
 0.3454977351 0.3425719473 0.3417038907 
 0.4273882681 0.4298519712 0.4328475572 
 0.5384727911 0.5473533741 0.5550704621 
 0.6856346955 0.7023870841 0.7160370476 
 0.8766824340 0.9032491541 0.9244575022 
 1.1200988958 1.1589588764 1.1898207325 
 1.4246258012 1.4788220281 1.5219439403 
 1.7986665017 1.8717978689 1.9303126394 
 2.2494982194 2.3456554338 2.4231909377 
 2.7823040487 2.9059259639 3.0065046169 
 3.3990767429 3.5547061892 3.6825525597 
 4.0975128388 4.2894439997 4.4486881696 
 4.8700934741 5.1019279378 5.2962140150 
 5.7036061053 5.9777686628 6.2098093809 
 6.5793582067 6.8966562921 7.1678073455 
 7.4742380187 7.8335652907 8.1435127363 
 8.3625905470 8.7608618301 9.1075084785 
 9.2186502074 9.6510087605 10.0306062184 
 10.0190916559 10.4793635092 10.8868760620 
 10.7452078897 11.2265165936 11.6561444159 
 11.3843263249 11.8797486041 12.3255039793 
 11.9302849697 12.4334332211 12.8896650352 
 12.3830237155 12.8884771708 13.3502695673 
 12.7475176753 13.2510719084 13.7144858246 
 13.0323509433 13.5310972440 13.9932617591 
 13.2482087394 13.7404806108 14.1995650292 
 13.4064905424 13.8917231064 14.3468291883 
 13.5181568008 13.9967007496 14.4477115038 
 13.5928451608 14.0657662148 14.5131786696 
 13.6382410841 14.1071237216 14.5518826158 
 13.6596626119 14.1264261262 14.5697662053 
 13.6598143227 14.1265412881 14.5698389784 
 13.6386743533 14.1074465086 14.5520773439 
 13.5934948356 14.0662289784 14.5134250575 
 13.5189159094 13.9971924086 14.4478941763 
 13.4072132705 13.8920922446 14.3467910093 
 13.2487156393 13.7405409479 14.1991129725 
 13.0324372433 13.5306364398 13.9921763747 
 12.7469654909 13.2498646029 13.7125352881 
 12.3816185726 12.8863027553 13.3472288682 
 11.9278362480 12.4300979684 12.8853399055 
 11.3806900205 11.8751104383 12.3197576836 
 10.7403086862 11.2205091856 11.6489237325 
 10.0129401392 10.4720150295 10.8782312609 
 9.2113507828 9.6424502525 10.0206994153 
 8.3543367503 8.7513214106 9.0966061581 
 7.4652944963 7.8233473395 8.1319616097 
 6.5700319823 6.8861086640 7.1559971326 
 5.6942126106 5.9672442820 6.1981298593 
 4.8609240093 5.0917484811 5.2850151129 
 4.0888091931 4.2798722136 4.4382503935 
 3.3910161912 3.5459303663 3.6730714676 
 2.7749949877 2.8980566322 2.9980890440 
 2.2429844174 2.3387316843 2.4158717554 
 1.7929368443 1.8657995804 1.9240576454 
 1.4196264557 1.4736844120 1.5166748178 
 1.1157455408 1.1545867033 1.1854291928 
 0.8728711176 0.8995291344 0.9208190411 
 0.6822506551 0.6991977716 0.7130217552 
 0.5353970579 0.5445724990 0.5525509047 
 0.4245021532 0.4273613745 0.4307039924 
 0.3426854601 0.3402604209 0.3398271769 
 0.2841006555 0.2770644195 0.2734256974 
 0.2439287005 0.2326597044 0.2261529990 
 0.2182913572 0.2029343071 0.1937153798 
 0.2041186728 0.1846405440 0.1727284767 
 0.1989987791 0.1752396606 0.1605561588 
 0.2010303773 0.1727497237 0.1551535815 
 0.2086903129 0.1756094531 0.1549272377 
 0.2207223582 0.1825639524 0.1586177836 
 0.2360491409 0.1925738371 0.1652067585 
 0.2537067400 0.2047467409 0.1738457273 
 0.2728002248 0.2182889693 0.1838052071 
 0.2924778048 0.2324746039 0.1944403690 
 0.3119209323 0.2466292357 0.2051705302 
 0.3303474637 0.2601254906 0.2154696015 
 0.3470247818 0.2723875273 0.2248648269 
 0.3612896213 0.2829017128 0.2329413192 
 0.3725712772 0.2912307482 0.2393500604 
 0.3804149660 0.2970286737 0.2438172478 
 0.3845023915 0.3000544540 0.2461531346 
 0.3846670584 0.3001822521 0.2462588709 
 0.3809025589 0.2974070363 0.2441302829 
 0.3733628870 0.2918448021 0.2398580331 
 0.3623547471 0.2837273807 0.2336241364 
 0.3483227343 0.2733925027 0.2256953523 
 0.3318291067 0.2612704243 0.2164144727 
 0.3135305578 0.2478689717 0.2061909687 
 0.2941549104 0.2337592740 0.1954928212 
 0.2744809452 0.2195647413 0.1848416356 
 0.2553246867 0.2059560054 0.1748133562 
 0.2375354133 0.1936546173 0.1660470670 
 0.2220045102 0.1834483276 0.1592645323 
 0.2096900858 0.1762207906 0.1553033050 
 0.2016600442 0.1729985342 0.1551663925 
 0.1991560003 0.1750179292 0.1600915120 
 0.2036798560 0.1838144752 0.1716426555 
 0.2171036799 0.2013355905 0.1918256057 
 0.2418012342 0.2300757094 0.2232266005 
 0.2807954540 0.2732281959 0.2691688791 
 0.3379100424 0.3348420128 0.3338749565 
 0.4179054181 0.4199626403 0.4226136353 
 0.5265711369 0.5347281617 0.5418017857 
 0.6707412943 0.6863855564 0.6990247648 
 0.8581987810 0.8831914811 0.9029383359 
 1.0974386711 1.1341658472 1.1630184733 
 1.3972674842 1.4486718930 1.4891297175 
 1.7662206326 1.8358004346 1.8908851482 
 2.2117873737 2.3035420700 2.3767760475 
 2.7394503687 2.8577505044 2.9530697274 
 3.3515867517 3.5009455992 3.6225240199 
 4.0463431139 4.2310801121 4.3830510109 
 4.8166760072 5.0404853540 5.2265653737 
 5.6498122874 5.9152832798 6.1383352248 
 6.5273883727 6.8355576601 7.0971612181 
 7.4264397357 7.7764748684 8.0765964776 
 8.3212293974 8.7103336358 9.0471833310 
 9.1856739921 9.6092596522 9.9793875326 
 9.9959347455 10.4480475978 10.8466742514 
 10.7326733390 11.2065877488 11.6281033645 
 11.3825627417 11.8714307853 12.3099604445 
 11.9388515064 12.4362907655 12.8862207885 
 12.4010186779 12.9015566124 13.3579443476 
