0.0000294407 0.0000302814 0.0000311410 0.0000320192 0.0000329156 0.0000338299 0.0000347615 0.0000357099 0.0000366747 0.0000376553 0.0000386511 0.0000396613 0.0000406853 0.0000417222 0.0000427714 0.0000438319 0.0000449028 0.0000459832 0.0000470721 
 0.0000294407 0.0000302814 0.0000311410 0.0000320192 0.0000329156 0.0000338299 0.0000347615 0.0000357099 0.0000366747 0.0000376553 0.0000386511 0.0000396613 0.0000406853 0.0000417222 0.0000427714 0.0000438319 0.0000449028 0.0000459832 0.0000470721 
 0.0000336916 0.0000346542 0.0000356385 0.0000366440 0.0000376705 0.0000387174 0.0000397842 0.0000408703 0.0000419752 0.0000430982 0.0000442386 0.0000453956 0.0000465684 0.0000477561 0.0000489578 0.0000501725 0.0000513992 0.0000526368 0.0000538842 
 0.0000428073 0.0000440314 0.0000452830 0.0000465617 0.0000478671 0.0000491985 0.0000505553 0.0000519368 0.0000533423 0.0000547708 0.0000562215 0.0000576934 0.0000591855 0.0000606966 0.0000622256 0.0000637712 0.0000653321 0.0000669069 0.0000684943 
 0.0000581042 0.0000597670 0.0000614675 0.0000632048 0.0000649785 0.0000667877 0.0000686314 0.0000705088 0.0000724189 0.0000743604 0.0000763322 0.0000783328 0.0000803610 0.0000824152 0.0000844938 0.0000865951 0.0000887173 0.0000908585 0.0000930168 
 0.0000817912 0.0000841339 0.0000865296 0.0000889776 0.0000914768 0.0000940262 0.0000966245 0.0000992704 0.0001019624 0.0001046989 0.0001074781 0.0001102983 0.0001131573 0.0001160532 0.0001189836 0.0001219461 0.0001249383 0.0001279575 0.0001310009 
 0.0001172890 0.0001206511 0.0001240896 0.0001276032 0.0001311905 0.0001348500 0.0001385799 0.0001423783 0.0001462431 0.0001501720 0.0001541625 0.0001582119 0.0001623174 0.0001664759 0.0001706841 0.0001749388 0.0001792362 0.0001835725 0.0001879438 
 0.0001697242 0.0001745930 0.0001795727 0.0001846615 0.0001898573 0.0001951579 0.0002005607 0.0002060630 0.0002116617 0.0002173535 0.0002231349 0.0002290019 0.0002349504 0.0002409759 0.0002470739 0.0002532394 0.0002594670 0.0002657513 0.0002720866 
 0.0002466694 0.0002537506 0.0002609934 0.0002683952 0.0002759531 0.0002836637 0.0002915235 0.0002995283 0.0003076737 0.0003159550 0.0003243669 0.0003329037 0.0003415596 0.0003503280 0.0003592021 0.0003681747 0.0003772382 0.0003863846 0.0003956055 
 0.0003592363 0.0003695561 0.0003801118 0.0003908998 0.0004019157 0.0004131547 0.0004246117 0.0004362806 0.0004481550 0.0004602280 0.0004724919 0.0004849385 0.0004975591 0.0005103442 0.0005232841 0.0005363681 0.0005495851 0.0005629235 0.0005763710 
 0.0005236781 0.0005387315 0.0005541298 0.0005698675 0.0005859384 0.0006023357 0.0006190514 0.0006360771 0.0006534035 0.0006710201 0.0006889161 0.0007070794 0.0007254973 0.0007441562 0.0007630414 0.0007821377 0.0008014288 0.0008208977 0.0008405265 
 0.0007637311 0.0007856980 0.0008081691 0.0008311364 0.0008545909 0.0008785226 0.0009029202 0.0009277711 0.0009530617 0.0009787771 0.0010049012 0.0010314164 0.0010583042 0.0010855446 0.0011131165 0.0011409974 0.0011691637 0.0011975904 0.0012262515 
 0.0011140267 0.0011460857 0.0011788817 0.0012124032 0.0012466371 0.0012815686 0.0013171813 0.0013534570 0.0013903758 0.0014279159 0.0014660537 0.0015047638 0.0015440190 0.0015837901 0.0016240463 0.0016647548 0.0017058809 0.0017473885 0.0017892392 
 0.0016250557 0.0016718404 0.0017197021 0.0017686240 0.0018185870 0.0018695698 0.0019215482 0.0019744958 0.0020283833 0.0020831792 0.0021388488 0.0021953552 0.0022526585 0.0023107163 0.0023694833 0.0024289118 0.0024889511 0.0025495483 0.0026106476 
 0.0023703724 0.0024386326 0.0025084656 0.0025798472 0.0026527494 0.0027271409 0.0028029866 0.0028802479 0.0029588822 0.0030388430 0.0031200801 0.0032025394 0.0032861626 0.0033708878 0.0034566488 0.0035433759 0.0036309951 0.0037194290 0.0038085962 
 0.0034570183 0.0035565752 0.0036584270 0.0037625383 0.0038688683 0.0039773711 0.0040879956 0.0042006852 0.0043153775 0.0044320049 0.0045504937 0.0046707650 0.0047927335 0.0049163088 0.0050413942 0.0051678877 0.0052956814 0.0054246620 0.0055547108 
 0.0050405362 0.0051856550 0.0053341179 0.0054858726 0.0056408596 0.0057990117 0.0059602538 0.0061245031 0.0062916685 0.0064616508 0.0066343424 0.0068096276 0.0069873821 0.0071674732 0.0073497600 0.0075340932 0.0077203153 0.0079082608 0.0080977560 
 0.0073464552 0.0075578022 0.0077740119 0.0079950073 0.0082207008 0.0084509936 0.0086857757 0.0089249252 0.0091683088 0.0094157810 0.0096671844 0.0099223492 0.0101810937 0.0104432238 0.0107085335 0.0109768045 0.0112478068 0.0115212985 0.0117970264 
 0.0107007355 0.0110081348 0.0113225834 0.0116439674 0.0119721572 0.0123070070 0.0126483547 0.0129960210 0.0133498097 0.0137095073 0.0140748826 0.0144456869 0.0148216538 0.0152024994 0.0155879221 0.0159776030 0.0163712060 0.0167683781 0.0171687496 
 0.0155722752 0.0160185222 0.0164749427 0.0169413669 0.0174176018 0.0179034313 0.0183986149 0.0189028879 0.0194159608 0.0199375190 0.0204672225 0.0210047061 0.0215495790 0.0221014252 0.0226598034 0.0232242473 0.0237942663 0.0243693452 0.0249489457 
 0.0226309232 0.0232769127 0.0239374892 0.0246123963 0.0253013447 0.0260040108 0.0267200365 0.0274490285 0.0281905576 0.0289441589 0.0297093308 0.0304855359 0.0312721999 0.0320687129 0.0328744288 0.0336886664 0.0345107096 0.0353398081 0.0361751787 
 0.0328238686 0.0337551846 0.0347072172 0.0356795749 0.0366718185 0.0376834600 0.0387139614 0.0397627346 0.0408291403 0.0419124883 0.0430120366 0.0441269919 0.0452565099 0.0463996954 0.0475556029 0.0487232379 0.0499015573 0.0510894707 0.0522858424 
 0.0474704477 0.0488051962 0.0501689616 0.0515611377 0.0529810500 0.0544279546 0.0559010369 0.0573994113 0.0589221205 0.0604681354 0.0620363550 0.0636256071 0.0652346487 0.0668621671 0.0685067807 0.0701670411 0.0718414340 0.0735283821 0.0752262468 
 0.0683679130 0.0702647243 0.0722013697 0.0741768980 0.0761902622 0.0782403175 0.0803258213 0.0824454326 0.0845977116 0.0867811203 0.0889940233 0.0912346888 0.0935012903 0.0957919083 0.0981045325 0.1004370651 0.1027873231 0.1051530421 0.1075318801 
 0.0978848734 0.1005483365 0.1032649186 0.1060331141 0.1088512855 0.1117176631 0.1146303444 0.1175872952 0.1205863503 0.1236252153 0.1267014687 0.1298125647 0.1329558364 0.1361284999 0.1393276582 0.1425503062 0.1457933358 0.1490535418 0.1523276279 
 0.1389912194 0.1426693558 0.1464154234 0.1502270405 0.1541016521 0.1580365309 0.1620287794 0.1660753325 0.1701729614 0.1743182774 0.1785077372 0.1827376486 0.1870041769 0.1913033518 0.1956310755 0.1999831302 0.2043551872 0.2087428160 0.2131414937 
 0.1951344930 0.2000997702 0.2051468304 0.2102719646 0.2154712515 0.2207405626 0.2260755681 0.2314717443 0.2369243810 0.2424285911 0.2479793201 0.2535713568 0.2591993445 0.2648577930 0.2705410914 0.2762435204 0.2819592663 0.2876824343 0.2934070624 
