2.8124999959 2.8124999959 2.8124999959 2.8124999958 2.8124999957 2.8124999956 2.8124999954 2.8124999952 2.8124999949 2.8124999946 2.8124999942 2.8124999937 2.8124999931 2.8124999924 2.8124999914 2.8124999901 2.8124999884 2.8124999862 2.8124999832 
 2.8124999959 2.8124999959 2.8124999959 2.8124999958 2.8124999957 2.8124999956 2.8124999954 2.8124999952 2.8124999949 2.8124999946 2.8124999942 2.8124999937 2.8124999931 2.8124999924 2.8124999914 2.8124999901 2.8124999884 2.8124999862 2.8124999832 
 2.8124999843 2.8124999842 2.8124999841 2.8124999839 2.8124999836 2.8124999832 2.8124999827 2.8124999821 2.8124999814 2.8124999805 2.8124999795 2.8124999782 2.8124999766 2.8124999746 2.8124999722 2.8124999692 2.8124999654 2.8124999606 2.8124999542 
 2.8124999392 2.8124999389 2.8124999384 2.8124999377 2.8124999367 2.8124999353 2.8124999337 2.8124999317 2.8124999292 2.8124999262 2.8124999226 2.8124999183 2.8124999131 2.8124999068 2.8124998992 2.8124998899 2.8124998784 2.8124998642 2.8124998462 
 2.8124997990 2.8124997982 2.8124997966 2.8124997942 2.8124997910 2.8124997868 2.8124997816 2.8124997752 2.8124997674 2.8124997581 2.8124997469 2.8124997335 2.8124997174 2.8124996982 2.8124996751 2.8124996471 2.8124996131 2.8124995713 2.8124995195 
 2.8124994166 2.8124994141 2.8124994096 2.8124994029 2.8124993937 2.8124993820 2.8124993672 2.8124993491 2.8124993272 2.8124993008 2.8124992692 2.8124992316 2.8124991868 2.8124991332 2.8124990691 2.8124989920 2.8124988988 2.8124987852 2.8124986457 
 2.8124984658 2.8124984593 2.8124984476 2.8124984302 2.8124984066 2.8124983762 2.8124983381 2.8124982913 2.8124982347 2.8124981667 2.8124980855 2.8124979890 2.8124978741 2.8124977373 2.8124975740 2.8124973784 2.8124971428 2.8124968572 2.8124965083 
 2.8124962637 2.8124962482 2.8124962201 2.8124961784 2.8124961218 2.8124960487 2.8124959572 2.8124958450 2.8124957093 2.8124955466 2.8124953526 2.8124951220 2.8124948482 2.8124945228 2.8124941355 2.8124936727 2.8124931172 2.8124924464 2.8124916309 
 2.8124914446 2.8124914098 2.8124913464 2.8124912522 2.8124911243 2.8124909591 2.8124907525 2.8124904993 2.8124901932 2.8124898265 2.8124893897 2.8124888713 2.8124882566 2.8124875276 2.8124866614 2.8124856291 2.8124843934 2.8124829063 2.8124811052 
 2.8124813786 2.8124813043 2.8124811686 2.8124809665 2.8124806918 2.8124803371 2.8124798935 2.8124793501 2.8124786936 2.8124779078 2.8124769728 2.8124758642 2.8124745518 2.8124729978 2.8124711549 2.8124689633 2.8124663467 2.8124632073 2.8124594179 
 2.8124611630 2.8124610116 2.8124607334 2.8124603180 2.8124597531 2.8124590236 2.8124581113 2.8124569941 2.8124556451 2.8124540317 2.8124521138 2.8124498425 2.8124471571 2.8124439823 2.8124402242 2.8124357644 2.8124304527 2.8124240973 2.8124164505 
 2.8124219110 2.8124216142 2.8124210648 2.8124202427 2.8124191235 2.8124176777 2.8124158696 2.8124136561 2.8124109849 2.8124077924 2.8124040010 2.8123995157 2.8123942196 2.8123879680 2.8123805807 2.8123718318 2.8123614361 2.8123490305 2.8123341497 
 2.8123479080 2.8123473456 2.8123462961 2.8123447213 2.8123425750 2.8123398011 2.8123363322 2.8123320867 2.8123269657 2.8123208497 2.8123135928 2.8123050172 2.8122949043 2.8122829847 2.8122689240 2.8122523045 2.8122326014 2.8122091499 2.8121811020 
 2.8122119757 2.8122109417 2.8122089951 2.8122060651 2.8122020664 2.8121968959 2.8121904294 2.8121825170 2.8121729776 2.8121615925 2.8121480956 2.8121321629 2.8121133981 2.8120913136 2.8120653063 2.8120346265 2.8119983354 2.8119552499 2.8119038684 
